epoch,train_loss,valid_loss,accuracy
1,0.418578,0.422131,0.799294
2,0.382971,0.443938,0.812346
3,0.371702,0.356540,0.831695
4,0.359507,0.361013,0.831849
5,0.354435,0.354149,0.834459
6,0.352341,0.354920,0.837531
7,0.346320,0.355535,0.833231
8,0.344174,0.351146,0.837531
9,0.339507,0.353295,0.838452
10,0.339144,0.352579,0.837070
